value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemDescriptionContent,locality,district,State
Mitsubishi,Cedia,New Sports,2007.0,Petrol,Manual,67000,Second,180000,Lancer with recently serviced and in very good condition,"Cedia 2.0 top end second owner in excellent condition,abs,air bags,alloys,leather upholstery, insurance jus expired,neat body.geniuine buyers only please",Kilpauk, Chennai, Tamil Nadu
Volkswagen,Polo,,2012.0,Diesel,,91000,,385000,"Skoda Rapid 1.5 TDI CR Ambition, 2012, Diesel","ADDITIONAL VEHICLE INFORMATION:
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Transmission: Manual
Make Month: August
Color: Blue
Condition: Used
No. of Owners: First
Variant: Polo Highline Diesel",Nungambakkam, Chennai, Tamil Nadu
Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2008.0,Diesel,Manual,150000,Second,650000,"Toyota Innova 2.5 G4 8 STR, 2008, Diesel","Toyota innova 2.5 Gtype 2008 model
owner 02 Ac power steering power windows center lock fc date 11/06/2021 excellent condition
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Interior color: Other
Adjustable External Mirror: Manual
Type of Car: MUV
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: April
Lock System: Central
Number of Airbags: None",Ram Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Swift,VXi + Manual,2017.0,Petrol,Manual,37000,First,549999,"Mahindra Scorpio LX BS-IV, 2013, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: Other
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Black
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Lock System: Remote Controlled Central
Number of Airbags: 1 airbag",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Ritz,Others,2012.0,Diesel,Manual,78000,First,312000,Maruthi Ritz 2015,Marathi Suzuki ritz,Palani Nagar, Tiruchirappalli, Tamil Nadu
Mahindra,Scorpio,2009-2014 VLX 2WD AIRBAG SE BSIV,2011.0,Diesel,Manual,132000,First,580000,"Toyota Innova 2.0 G4, 2005, Diesel","SCORPIO VLX SINGLE OWNER SERVICE RECORD RATE NEGOTIABLE EXCELLENT CONDITION
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Green
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Navigation System: Yes
Finance: Yes
Exchange: Yes
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam Lake Area, Chennai, Tamil Nadu
Mahindra,TUV 300,T6 Plus AMT,2016.0,Diesel,Automatic,32000,First,625000,"Renault Duster 85 PS RxE Diesel, 2015, Diesel",Excellent condition with new battery and 1year insurance with all documents clear,Perambur, Chennai, Tamil Nadu
Land Rover,Range Rover Evoque,,2012.0,Diesel,,104000,,2650000,"Audi A6 2.0 TDI Technology Pack, 2015, Diesel","Range Rover Evoque Top End Model 2012 Terrain Management System Single Owner 4 Michelin Tyres 240 BHP Insurance upto NOVEMBER 2020 Meridian 11 Speakers with Woofer DVD Music System Front Both Motorised with Memory seats Fully pane panoramic roof Smart Key Push Button START Ambient Lighting Serviced Last week in VST Coimbatore Fully company maintenance Neat Interiors
ADDITIONAL VEHICLE INFORMATION:
Variant: Range Rover Evoque Dynamic SD4 (CBU)
Make Month: November
No. of Owners: First
Color: Blue
Type of Car: Luxury
Transmission: Automatic
Insurance Type: Comprehensive
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 2200
Power steering: Yes
Cruise Control: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Sunroof: Yes
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Grey
ABS: Yes
Anti Theft Device: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 8 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",SS Colony, Madurai, Tamil Nadu
Ford,Ikon,,2004.0,Petrol,Manual,99000,Third,75000,"Maruti Suzuki Zen Vxi Bs-iii, 1996, Lpg","vehicle in good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Registration Place: TN
Battery Condition: New
Accidental: No
Insurance Type: No Insurance
Flood Affected: No
Condition: Used
Power steering: Yes
Tyre Condition: New",Vandiyur, Madurai, Tamil Nadu
Tata,Safari,Others,1999.0,Diesel,Manual,100000,Third,70000,Tata Safari 1999 Diesel 100000 Km Driven,No fc no insurance,HMS Colony, Madurai, Tamil Nadu
Maruti Suzuki,Omni,E MPI STD BSIV,2015.0,Petrol,Manual,22000,Second,238000,"Maruti Suzuki Omni E 8 STR BS-IV, 2013, Petrol","FANCY NUMBER
VERY GOOD CONDITIONSFULL FITTING
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Service History: Available
Type of Car: Minivans
Registration Place: TN
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Make Month: October
Tyre Condition: New",Ellis Nagar, Madurai, Tamil Nadu
Hyundai,i10,Era,2009.0,Petrol,Manual,95000,Second,240000,Chevrolet Beat LT- Top model full company maintenance,"chill Ac
video touch
New battary
Insurance up to 26.08.2021
super mileage car
Super sound system
all service done
Smooth engine",Rajiv Gandhi Nagar, Tiruchirappalli, Tamil Nadu
Chevrolet,Beat,LS,2010.0,Petrol,Manual,79000,Second,145000,"Chevrolet Spark LS 1.0, 2011, Petrol","FIRST PRIORITY QUALITY
(FANCY NUMBER 0707)
CHEVEROLET BEAT Ls PETROL 2010 ,SECOND OWNER,OWNER,A/c,85000 k.m driven,
POWER STEERING,POWER WINDOWS,CENTRAL REMOTE LOCK,
(COSTLY COMPANY AUDIO SYSTEM)
Good condtion.
ADDITIONAL VEHICLE INFORMATION:
Color: Green
Service History: Available
Type of Car: Hatchback
Registration Place: TN
Battery Condition: New
Accidental: No
Insurance Type: Comprehensive
Flood Affected: No
Condition: Used
Make Month: December
Tyre Condition: New
Vehicle Certified: Yes",Chennai Central, Chennai, Tamil Nadu
Ford,Figo,Titanium Diesel,2010.0,Diesel,Manual,31500,Second,245000,"Ford Figo Duratec Petrol ZXI 1.2, 2010, Petrol",Ford Figo 2010 model registered in 2017 (direct from manufacturer) well maintained and in current.. recently service also done no need to spend any money...tyre battery all in good condition... price 2.5L slightly negotiable...Only genuine buyers...,Perambur Jamaliya Nagar, Chennai, Tamil Nadu
Tata,Nano,2012-2015 CX,2014.0,Petrol,Manual,19000,Second,80000,"Tata Indica LSi, 2007, Petrol","ONLY 19,000 KMS TATA NANO RATE NEGOTIABLE EXCELLENT CONDITION SERVICE RECORD
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Make Month: November
Lock System: Remote Controlled Central
Tyre Condition: New",Nungambakkam Lake Area, Chennai, Tamil Nadu
Maruti Suzuki,Celerio,ZXI MT,2015.0,Petrol,Manual,75000,Second,375000,Hyundai Grand i10 2014,"4tyres are good engine good in vehicle good condition A/c power steering power window air bag abs k.pudur Moonru maavadi bala cars madurai
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: May",K Pudur, Madurai, Tamil Nadu
Maruti Suzuki,Ignis,1.2 Alpha,2017.0,Petrol,Manual,49000,First,585000,"Honda Jazz, 2015, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Chennai Central, Chennai, Tamil Nadu
Hyundai,Fluidic Verna,1.6 CRDi SX,2012.0,Diesel,Manual,68000,First,500000,"Hyundai Fluidic Verna 1.6 CRDi S(O), 2012, Diesel","single owner sx 1.6 fully loaded top model good condition.. finance available
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1600
Fog Lamps: Yes
Display Screen: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: October
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags",Nungambakkam, Chennai, Tamil Nadu
BMW,3 Series,320d Sedan,2010.0,Diesel,Automatic,68000,Second,700000,"BMW 3 Series 320d, 2008, Diesel","Excellent condition car for sale
ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Grey
Type of Car: Sedans
Insurance Type: No Insurance
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Beige
ABS: Yes
Lock System: Remote Controlled Central
Number of Airbags: 6 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Ford,Figo,2010-2012 Diesel Titanium,2012.0,Diesel,Manual,72000,First,300000,"Volkswagen Polo Trendline Diesel, 2011, Diesel","FIGO TITANIUM 2012 DIESEL SINGLE OWNER RATE NEGOTIABLE EXCELLENT CONDITION SERVICE RECORD
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Red
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Parking Sensors: Yes
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Finance: Yes
Navigation System: Yes
Exchange: Yes
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
ABS: Yes
Power steering: Yes
Adjustable Steering: Yes
Make Month: November
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags",Nungambakkam Lake Area, Chennai, Tamil Nadu
Tata,Safari Storme,VX 4WD,2013.0,Diesel,Automatic,80000,First,725000,Xuv 500 - 2012,full company service till march,Trichy City, Tiruchirappalli, Tamil Nadu
Hyundai,Grand i10,Magna 1.1 CRDi,2014.0,Diesel,Manual,119000,Second,300000,Volkswagen Polo 2010 LPG 102000 Km Driven comport line,Hyundai Grand i10 Magna Special edition black colour. Well maintained. Recently oil service done. Front windshield replaced with Saint Gobain glass due to scratchrs in old windshield. Mileage 18-20 kmpl. IDV value 5 lacs.,Mahatma Gandhi Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Swift,2011-2014 VDI,2013.0,Diesel,Manual,60000,Second,470000,"Maruti Suzuki Swift ZDi, 2014, Diesel","Office address:
New Royal Cars,
16, Ellis nagar 70 feet main road,
Madurai-625016.
landmark: opposite to bsnl office and near Central Bank of India.
17 inch sportive Alloywheels with new imported tyres,rear silencer skirts with extra lightings,LED tail light assembly,Touch screen music systems, freezing AC,power steering,power windows,central locking with remote,leather seats,very neat condition,no replacements, original painting, excellent engine condition, excellent body condition, company maintainance, highway mileage upto 24 per litre., chennai reg 2nd owner, Madurai TO, insurance also current (idv value 3L)..
note: finance options also available.
very good sports look vehicle.
ADDITIONAL VEHICLE INFORMATION:
Color: White
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1275
Fog Lamps: Yes
Display Screen: Yes
Interior color: Red
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: July
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: None",Ellis Nagar, Madurai, Tamil Nadu
Mahindra,KUV 100,Others,2018.0,Petrol,Manual,23000,First,405000,"Hyundai Xcent S 1.1 CRDi, 2017, Diesel",KUV 100 2018 Petrol 23000Km driven,SS Nagar, Tiruchirappalli, Tamil Nadu
Maruti Suzuki,Swift Dzire,Swift Dzire Tour,2015.0,Diesel,Manual,965000,First,330000,"Maruti Suzuki Swift Dzire VDI, 2011, Diesel","t surrender singilowner
ADDITIONAL VEHICLE INFORMATION:
Type of Car: Luxury
Insurance Type: Comprehensive
Registration Place: TN
Make Month: February
Color: White
Condition: Used",Perambur, Chennai, Tamil Nadu
Toyota,Innova Crysta,2.8Z Automatic,2016.0,Diesel,Automatic,50000,First,2325000,"Toyota Fortuner 2.8 4X2 AT, 2016, Diesel","2016 Toyota Innova Crysta 2.8Z Model available with company service records -TN 38 Coimbatore Registration -Single Owner -Garnet Red Colour -50000 Kilometres Driven Car -Automatic Transmission -All the services has been done in Anamallis Toyota, Coimbatore.
ADDITIONAL VEHICLE INFORMATION:
Make Month: June
Color: Bordeaux/Maroon
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Engine Capacity/Displacement (in Cc): 2796
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Brown
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 10 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: No
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Warranty: Yes
Exchange: Yes",Ganapathi, Coimbatore, Tamil Nadu
Maruti Suzuki,Celerio,VXI AMT,2015.0,Petrol,Automatic,11000,First,435000,"Maruti Suzuki Celerio VXI Manual, 2018, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September",Nungambakkam, Chennai, Tamil Nadu
Maruti Suzuki,Eeco,7 Seater Standard,2012.0,Petrol,Manual,90000,Third,175000,"Hyundai Santro Xing GLS LPG, 2010, LPG","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Air Conditioning: Automatic Climate Control
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Cruise Control: Yes
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1200
Fog Lamps: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Make Month: January
Lock System: Central
Tyre Condition: New",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Mahindra,XUV300,Others,2020.0,Petrol,Manual,0,First,725000,Xuv 500 - 2012,New car showroom Trichy Shiva automobiles,Dheeran Nagar, Tiruchirappalli, Tamil Nadu
Tata,Nano,Others,2011.0,Petrol,Manual,18000,Second,65000,"Tata Indica LXi, 2005, Petrol",Tata Nano 2011 standard non a/c insurance nill very good running condition,Chennai Central, Chennai, Tamil Nadu
Maruti Suzuki,Alto 800,LXI,2013.0,Petrol,Manual,49900,Second,163000,"Hyundai Santro Xing GLS LPG, 2009, LPG",All new tyar compani service power stering &window show room candicen time pasar await,Teppuakulam Naw Colony, Madurai, Tamil Nadu
Nissan,Kicks,XV D,2020.0,Diesel,Manual,0,First,1690000,"Tata Harrier, 2019, Diesel",A brand new nissan kicks 0km driven vehicle registered on 3rd of September 2020. Mileage 19kmpl.,Pudupakkam, Chennai, Tamil Nadu
Maruti Suzuki,Ritz,VDI (ABS) BS IV,2011.0,Diesel,Manual,63000,First,330000,"Maruti Suzuki Ritz Vdi BS-IV, 2009, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: White
Air Conditioning: With Heater
Aux Compatibility: Yes
USB Compatibility: Yes
Service History: Not Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Adjustable Steering: Yes
Make Month: May
Bluetooth: Yes
Tyre Condition: New",Nungambakkam, Chennai, Tamil Nadu
Toyota,Innova,2004-2011 VX CNG,2005.0,CNG & Hybrids,Manual,135000,Second,645000,"Toyota Innova 2.0 G4, 2008, Diesel","Car good condition well maintained
Lpg and petrol
New tyres
Ac working good
Reverse camera",Trichy City, Tiruchirappalli, Tamil Nadu
Mahindra,TUV 300,T8,2015.0,Diesel,Manual,32000,First,625000,"Renault Duster 85 PS RxE Diesel, 2015, Diesel","no accidents no claims
near & clean vehicle
interested persons please share your no
price slightly negotiable
ADDITIONAL VEHICLE INFORMATION:
Color: Red
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: October",Chennai Central, Chennai, Tamil Nadu
Hyundai,Santro,LS zipDrive Euro II,2002.0,Petrol,Manual,11171,Third,110000,Sale of Ford Ikon,"Good condition ,, no dealers r allowed",Burma Colony, Tiruchirappalli, Tamil Nadu
Volkswagen,Polo,2009-2013 Petrol Trendline 1.2L,2013.0,Petrol,Manual,52000,First,325000,"Volkswagen Polo Trendline Diesel, 2012, Diesel","CONTACT : A. R. MANI VANNAN ADDRESS : NO 3/7 GANESAN STREET , SAMMANDANAR NAGAR , PAMMAL , CHENNAI _ 75. LANDMARK : ARAVIND SAI EYE HOSPITAL , PAMMAL MAIN ROAD , well maintained , engine in good condition , parking sale available , finance arrangements.
ADDITIONAL VEHICLE INFORMATION:
Aux Compatibility: Yes
Accidental: No
Flood Affected: No
ABS: Yes
Registration Place: TN
Insurance Type: Comprehensive
Service History: Available
Power steering: Yes
Color: White
Insurance: Yes
Condition: Used
Power Windows: Front & rear
Fog Lamps: Yes
Finance: Yes
AM/FM Radio: Yes
Vehicle Certified: Yes
USB Compatibility: Yes
Battery Condition: New
Lock System: Central",Chennai Central, Chennai, Tamil Nadu
Ford,Ikon,1.8 SXi NXt,2005.0,Diesel,Manual,68500,Third,89000,Tata Indica V2 2013,Ford ikon 2005 disel p/s p/w a/c jvc dvd system like that sports car model show room condition seven nine zero four tn-5 99two one 3,Vyasarpadi Karimedu, Chennai, Tamil Nadu
Maruti Suzuki,Swift Dzire,VDI,2015.0,Diesel,Manual,73000,First,599000,"Maruti Suzuki Swift Dzire VDI, 2018, Diesel","ADDITIONAL VEHICLE INFORMATION:
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Make Month: August
Color: Blue
Condition: Used",Nungambakkam, Chennai, Tamil Nadu
Hyundai,i20 Active,SX Petrol,2010.0,Petrol,Manual,129000,Second,246000,"Hyundai I20 Asta 1.4 CRDI, 2010, Diesel",210000 rupees,Terkku Vasal, Madurai, Tamil Nadu
Honda,City ZX,EXi,2007.0,Petrol,Manual,111000,Third,219000,"Honda Civic, 2007, Petrol","vechile Good condition loan available Exchange Avaikable
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Power Windows: Front & rear
Adjustable External Mirror: Manual
Type of Car: Sedans
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: April
Bluetooth: Yes",K Pudur, Madurai, Tamil Nadu
BMW,3 Series,2005-2011 320d,2011.0,Diesel,Automatic,90000,Second,1200000,Audi A4 Company owned vehicle,"company service.
fancy number
very good condition
ADDITIONAL VEHICLE INFORMATION:
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: October
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 10 airbags",Ellis Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Swift Dzire Tour,Others,2017.0,Diesel,Manual,68000,First,340000,"Ford Figo FIGO 1.2P TITANIUM, 2013, Diesel",Urgent selling,Vyasarpadi Sharma Nagar, Chennai, Tamil Nadu
Ford,Ecosport,1.5 Diesel Titanium,2014.0,Diesel,Manual,110000,Second,550000,Honda Amaz Dr car For sale,"Ford ecosport, good condition. I'm the second owner. Tyre condition good. New battery. Insurance till 7 or 8 months valid. Only interested buyers contact me.",Anjal Nagar, Madurai, Tamil Nadu
Mahindra,Scorpio,Others,2008.0,Diesel,Manual,149000,Second,325000,"Mahindra Scorpio LX BS-IV, 2006, Diesel","Very good contion, 4 brand new MRF tyres, power windows,",Palanganatham, Madurai, Tamil Nadu
Toyota,Fortuner,3.0 4x4 Manual,2011.0,Diesel,Manual,245000,Second,1200000,Audi A4 Company owned vehicle,Toyoto Fortuner 2nd Owner Silver colour KM reading 245000 Tyre 90%. Toyoto company Service only . Insurance Current.,KK Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Swift,DDiS VDI,2011.0,Diesel,Manual,109000,Second,368000,"Maruti Suzuki Swift VDi, 2011, Diesel","Maruthi Suzuki swift
2011
Diesel
White colour
Not Even A single dent or skrach
Insurance valid till 2021 July
Perfect condition with a mileage of 20kmpl
Fancy Number 8182
For More details Msg Me .✨",Chennai Central, Chennai, Tamil Nadu
Mahindra,Scorpio,2006-2009 DX 2.6 Turbo 7 Str,2006.0,Diesel,Manual,160000,Second,325000,"Mahindra Scorpio LX BS-IV, 2006, Diesel","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: June",KK Nagar, Madurai, Tamil Nadu
Maruti Suzuki,Wagon R 1.0,1.0 VXi,2016.0,Petrol,Manual,33900,First,385000,2015 Hyundai I10 petrol 36000 Kms,"Fully company service, well maintained, complete service done @33900,",Managiri KK Nagar, Madurai, Tamil Nadu
Chevrolet,Tavera,Neo 3-10 STR BS-III,2015.0,Diesel,Manual,110000,Second,549999,"Toyota Innova 2.0 G4, 2008, Diesel","Tavera 2015 LS
Fc 2 year, insurance 1 year
Full fittings, good condition
Rate 5,50 L
Swift dzire 2016, owner 1
Fc insurance live, new tyres,
Rate 4,50 L",Madurai Railway Station Area, Madurai, Tamil Nadu
Toyota,Etios Liva,1.4 VD,2012.0,Diesel,Manual,128000,First,430000,"Volkswagen Vento Comfortline Diesel, 2013, Diesel","Pawar window
Pawar sstarng
Abs. Air canditions
Am. Fm. Usb
Calor. Silvar.
Fag lamps
Nion486083543",Madurai College Area, Madurai, Tamil Nadu
Mahindra,Bolero,ZLX,2017.0,Diesel,Manual,30000,First,750000,"Toyota Innova 2.0 G4, 2009, Diesel","single owner company maitance showroom Sarvice till date only 2L full extra fitting Goa sheet low very low price Loan avilabule DonT miss you
ADDITIONAL VEHICLE INFORMATION:
Tyre Condition: New
Aux Compatibility: Yes
Accidental: No
Interior color: Pink
Flood Affected: No
Registration Place: TN
Insurance Type: No Insurance
Service History: Available
Power steering: Yes
Color: White
Insurance: Yes
Registration Transfer: Yes
Condition: Used
Power Windows: Front
Alloy Wheels: Yes
Exchange: Yes
Finance: Yes
Type of Car: MUV
AM/FM Radio: Yes
Vehicle Certified: Yes
USB Compatibility: Yes
Adjustable External Mirror: Power
Make Month: December
Battery Condition: New
Lock System: Remote Controlled Central
Engine Capacity/Displacement (in Cc): 1800
Air Conditioning: Automatic Climate Control",Thillai Nagar, Tiruchirappalli, Tamil Nadu
Tata,Nano,2009-2011 Lx,2009.0,Petrol,Manual,14000,Second,49000,"Tata Indica V2 LS, 2015, Diesel",Nano lx sale,Vyasarpadi Indira Gandhi Nagar, Chennai, Tamil Nadu
Maruti Suzuki,Ciaz,1.4 AT Alpha,2017.0,Petrol,Automatic,22500,First,800000,Maruti Suzuki Ciaz 2017 Petrol Top End Well Maintained,"ADDITIONAL VEHICLE INFORMATION:
Make Month: September
Color: White
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN",Nungambakkam Thirumurthy Nagar, Chennai, Tamil Nadu
Hyundai,EON,Magna +,2016.0,Petrol,Manual,41000,Second,305000,"Renault Kwid RXL, 2016, Petrol","ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Air Conditioning: With Heater
USB Compatibility: Yes
Type of Car: Hatchback
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Insurance Type: No Insurance
Flood Affected: No
Condition: Used
Power steering: Yes
Power Windows: Front
Make Month: December",Chennai Central, Chennai, Tamil Nadu
