link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/maruti-suzuki-swift-vdi-2012-diesel-iid-1588629616
",Maruti Suzuki,Swift,2011-2014 VDI,2012,Diesel,Manual,"120,000 km",Second,"₹ 3,25,000","Mahindra Scorpio LX BS-IV, 2006, Diesel","Palanganatham, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Red
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: October"
"https://www.olx.in/item/sml-school-bus-iid-1509903535
",-1,-1,-1,2008,-1,-1,"150,000 km",-1,"₹ 5,25,000",Mahindra school bus,"Adaikala Annai Nagar, Tiruchirappalli, Tamil Nadu","Sml school bus owner 1 ,42 sit ,sri malaiyandawer auto consulting Tata, sml, eicher, mahindra ,ashok leyland ,all school bus and staff bus sales"
"https://www.olx.in/item/tavera-for-selling-its-like-a-good-condition-need-money-for-urgent-iid-1588986435
",Chevrolet,Tavera,Neo LS B3 10-Str BS-III,2013,Diesel,Manual,"150,000 km",Second,"₹ 4,69,000",INNOVA SALES WHITE 6+1 LIFE TAX,"TNHB Colony, Madurai, Tamil Nadu","Car At Good Condition
Attached Tv
Tyres are Good
Insurance at Current
Power Window
Remote Control
ENGINE Also Good
If U Want Message Me"
"https://www.olx.in/item/mahindra-xuv500-2015-diesel-good-condition-extra-fitting-upto-1-lack-iid-1584667666
",Mahindra,XUV500,W8 2WD,2015,Diesel,Manual,"119,933 km",Second,"₹ 7,35,000","Mahindra Xuv500 XUV500 W8, 2012, Diesel","Chintamani, Madurai, Tamil Nadu","Vechile are good condition
insurance upto 22/1/21
no damaged
extra fitting upto 1 lack fitting
w8 model full option
Second owner
Km 119933
6 airbags
Triplezone climate control ac
Leathers seat
Touch screen with reverse camera
Rear parking sensors
Auto folding mirrors with adjust
Rain mode sensor with adjustable
Drl with project headlamps
Auto turn lighting system
Alloy wheels with and
Good condition tyres
Full company services
Usb compatibility: yes
Am/FM: yes
Rear parking camera: yes
Cruise control : yes
Engine capacity : 2200
Fog lamp : yes
Navigation system : yes
colour : white
Insurance : yes January 2021 upto 21
Power steering: yes
Adjustable steering: yes
Alloy wheels: yes
Lock system: remote control central lock
Tyre condition: good
Accidental : no
Frond and back bumber
Carrier is fitting
Parking sensors: yes
Battery condition: good
Genuion buyer cal me"
"https://www.olx.in/item/chevrolet-beat-ps-petrol-2011-petrol-iid-1591080345
",Chevrolet,Beat,2010-2013 PS,2011,Petrol,Manual,"39,000 km",Second,"₹ 1,90,000","Chevrolet Beat LT Opt Petrol, 2010, Petrol","Chennai Central, Chennai, Tamil Nadu","good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Type of Car: Hatchback
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Insurance Type: No Insurance
Flood Affected: No
Power steering: Yes
Adjustable Steering: Yes
Make Month: March"
"https://www.olx.in/item/hyundai-elite-i20-asta-14-crdi-o-2015-diesel-iid-1589801462
",Hyundai,Elite i20,1.4 CRDI Asta (O),2015,Diesel,Manual,"95,000 km",First,"₹ 5,50,000","Ford Ecosport EcoSport Titanium Plus 1.5 TDCi, 2014, Diesel","KK Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Coupe
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: October"
"https://www.olx.in/item/hyundai-santro-2007-diesel-good-condition-iid-1585966497
",Hyundai,Santro,Others,2007,Diesel,Manual,"118,000 km",Second,"₹ 75,000","Maruti Suzuki Zen Vxi Bs-iii, 1996, Lpg","Menakshi Puram Near rama Chandra Puram, Madurai, Tamil Nadu",urgent amount
"https://www.olx.in/item/tata-sumo-victa-di-cx-2010-diesel-iid-1589746953
",Tata,Sumo Victa,Victa DI CX BSIII,2010,Diesel,Manual,"97,800 km",First,"₹ 1,88,000","Tata Sumo Victa DI CX, 2009, Diesel","Palanganatham, Madurai, Tamil Nadu","sumo victa cx single owner,Tsurended ownboard
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Not Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Vehicle Certified: No
Engine Capacity/Displacement (in Cc): 1948
Display Screen: Yes
Interior color: Grey
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Make Month: July
Bluetooth: Yes
Tyre Condition: New"
"https://www.olx.in/item/ford-fiesta-2012-diesel-79600-km-driven-iid-1592092434
",Ford,Fiesta,2011-2013 Titanium 1.5 TDCi,2012,Diesel,Manual,"79,600 km",Second,"₹ 2,55,000",Ford figo well maintain good condition,"TPM Nagar, Madurai, Tamil Nadu","URGENT SALE ,SLIGHTLY NEGOTIABLE
Ac,power steering,4DOOR POWER WINDOW with remote.central lock.Ford fiesta titanium Plus.TOP END.Reverse camera.,
Dual airbag ,Abs,Alloy wheel,
Second owner,
Curise control,
streeing mount control,
Automatic climate control,
One year insurance,service record,imported audio system"
"https://www.olx.in/item/my-car-sales-iid-1587040907
",Maruti Suzuki,Zen Estilo,1.1 LXI BSIII,2007,Petrol,Manual,"980,000 km",First,"₹ 1,75,000","Hyundai Santro Xing GLS LPG, 2010, LPG","Police Quarter, Tiruchirappalli, Tamil Nadu",My car sales
"https://www.olx.in/item/nissan-terrano-2015-diesel-well-maintained-iid-1586821099
",Nissan,Terrano,XV D Pre AMT,2015,Diesel,Manual,"39,600 km",Second,"₹ 7,00,000","Nissan Terrano XL D Plus, 2016, Diesel","K Pudur, Madurai, Tamil Nadu",Purchase new cretta
"https://www.olx.in/item/toyota-fortuner-28-4x2-manual-2017-diesel-iid-1591687109
",Toyota,Fortuner,2.8 2WD MT,2017,Diesel,Manual,"37,000 km",First,"₹ 20,50,000","Toyota INNOVA CRYSTA 2.4 VX Manual 8S, 2018, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","available in trichy
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: White
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Navigation System: Yes
Interior color: Grey
Finance: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: May
Alloy Wheels: Yes
Tyre Condition: New"
"https://www.olx.in/item/maruti-suzuki-ertiga-vxi-2017-petrol-iid-1591974458
",Maruti Suzuki,Ertiga,VXI,2017,Petrol,Manual,"16,000 km",First,"₹ 7,95,000","Toyota Innova 2.0 G4, 2008, Diesel","KK Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: April"
"https://www.olx.in/item/hyundai-xcent-base-11-crdi-2016-diesel-iid-1581524207
",Hyundai,Xcent,2014-2016 1.1 CRDi Base,2016,Diesel,Manual,"96,000 km",First,"₹ 3,20,000","Tata Zest XE 75 PS Diesel, 2016, Diesel","Ram Nagar, Madurai, Tamil Nadu","Hyundai xcent 1.1 crdi 2016 t surrender
owner 01 Ac power steering excellent condition loan can be arranged
ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Interior color: Other
Color: Silver
Air Conditioning: With Heater
Finance: Yes
Adjustable External Mirror: Manual
Anti Theft Device: Yes
Type of Car: Sedans
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: July"
"https://www.olx.in/item/maruti-suzuki-800-2007-petrol-iid-1586934131
",Maruti Suzuki,800,-1,2007,Petrol,Manual,"54,436 km",-1,"₹ 1,63,000","Hyundai Santro Xing GLS LPG, 2009, LPG","Periyar, Madurai, Tamil Nadu","insurance valid one year 1st owner- reference no :musyuzbzqit5amvougpha3zjtzdiqt09
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Insurance Type: Comprehensive
Make Month: December"
"https://www.olx.in/item/mahindra-maxx-pick-up-fc-insurance-1-year-iid-1590512160
",Others,-1,-1,2008,-1,-1,"90,000 km",-1,"₹ 2,75,000",Mahindra school bus,"Kil Muttupatti, Madurai, Tamil Nadu",GOOD CONDITION
"https://www.olx.in/item/honda-brv-br-v-style-edition-diesel-s-2016-diesel-iid-1591137236
",Honda,BR-V,Style Edition Diesel S,2016,Diesel,Manual,"46,100 km",First,"₹ 6,50,000","Nissan Terrano XL D Plus, 2015, Diesel","Nungambakkam, Chennai, Tamil Nadu","Well maintained vehicle good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: SUV
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: March"
"https://www.olx.in/item/planner-machine-iid-1592865976
",-1,-1,-1,-1,-1,-1,-1,-1,"₹ 5,40,000",Planner machine,"Simble, Batala, Punjab","12foot chhal da planner hi ji 4,5 sal clayea"
"https://www.olx.in/item/mitsubishi-outlander-24-mivec-2011-petrol-iid-1587678907
",Mitsubishi,Outlander,2.4 MIVEC,2011,Petrol,Automatic,"58,000 km",Second,"₹ 7,00,000","Hyundai Santa Fe 4 WD, 2011, Diesel","Nungambakkam Thirumurthy Nagar, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Make Month: June
Color: White
Type of Car: SUV
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN"
"https://www.olx.in/item/tata-zest-xe-75-ps-diesel-2018-diesel-iid-1592641017
",Tata,Zest,Quadrajet 1.3 75PS XE,2018,Diesel,Manual,"72,000 km",First,"₹ 3,20,000","Tata Zest XE 75 PS Diesel, 2016, Diesel","Ellis Nagar, Madurai, Tamil Nadu","good condition
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: White
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1399
Display Screen: Yes
Interior color: Grey
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: February
Bluetooth: Yes
Lock System: Central
Tyre Condition: New
Number of Airbags: None"
"https://www.olx.in/item/maruti-suzuki-ritz-vdi-bs-iv-2010-diesel-iid-1591912583
",Maruti Suzuki,Ritz,Vdi BS-IV,2010,Diesel,-1,"105,000 km",First,"₹ 2,40,000",Ford Figo Titanium top End Single owner showroom condition,"Karisalkulam, Madurai, Tamil Nadu","2010 RITZ VDI
SINGLE OWNER
DIESEL ENGINE
MADURAI REGISTRATION
AC POWER STEERING
POWER WINDOWS
CENTRAL LOCK
4 NEW TYRES
GOOD LOOKING BODY
GOOD CONDITION ENGINE
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Exchange: Yes
Battery Condition: New
Tyre Condition: New"
"https://www.olx.in/item/mahindra-verito-15-d2-bs-iv-2012-diesel-iid-1575683553
",Mahindra,Verito,1.5 D2 BS-IV,2012,Diesel,Manual,"94,000 km",First,"₹ 2,50,000","Tata Manza Aura (ABS), Quadrajet BS-III, 2010, Diesel","Ellis Nagar, Madurai, Tamil Nadu","Office address:
New Royal Cars,
16, Ellis nagar 70 feet main road,
Madurai-625016.
landmark: opposite to bsnl office and near Central Bank of India.
Freezing AC,Power steering, excellent engine condition, excellent body condition,no replacements,sony xlod music systems,highway mileage upto 24 per litre., Madurai registration single owner,papers are current.
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1457
Interior color: Grey
Finance: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: July
Tyre Condition: New"
"https://www.olx.in/item/hyundai-i10-12-kappa-magna-2016-petrol-iid-1590566828
",Hyundai,i10,1.2 Kappa Magna,2016,Petrol,Manual,"27,000 km",Second,"₹ 3,40,000","Hyundai I10 Magna, 2013, Petrol","Nungambakkam, Chennai, Tamil Nadu","Well maintained vehicle good condition
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: March"
"https://www.olx.in/item/vento-diesel-highline-immaculate-condition-iid-1591667554
",Volkswagen,Vento,1.5 TDI Highline,2015,Diesel,Manual,"100,000 km",Second,"₹ 5,00,000","Volkswagen Vento Comfortline Diesel AT, 2010, Diesel","Perambur Manglapuram, Chennai, Tamil Nadu","Vento Highline
Model 2015 Nov
Second owner
Full company Maintained
Neat interior and exterior
No Accident and non flooded vehicle
Vehicle is in immaculate condition
All 5 New tyres
Insurance Expired
City mileage 17 kmpl
Highways 22 plus
Km driven 1 lkh pls
Dealers and brokers pls excuse
Time passers do not waste others time
Price Slight Negotiable
Int ping me directly"
"https://www.olx.in/item/ashok-leyland-dost-iid-1590093775
",Ashok Leyland,-1,-1,2020,-1,-1,5 km,-1,"₹ 7,35,000",Eicher staff bus,"Tondiarpet, Chennai, Tamil Nadu",Dost commercial vehicle
"https://www.olx.in/item/jawa-fourt-two-iid-1588797238
",Other Brands,Others,-1,2019,Petrol,Manual,500 km,First,"₹ 2,20,000",Tata indica 2014 diesal,"Lourdhu Nagar, Madurai, Tamil Nadu","Single owner
5 Years insurance
Ready cash vehicle
Just drive 500km"
"https://www.olx.in/item/skoda-rapid-2013-diesel-well-maintained-iid-1579345335
",Skoda,Rapid,Prestige Ambition 1.6 TDI CR Manual Plus,2013,Diesel,Manual,"99,000 km",Second,"₹ 4,65,000","Volkswagen Vento Highline Diesel, 2014, Diesel","Trichy City, Tiruchirappalli, Tamil Nadu","Skoda Rapid 2013 Diesel Manual Transmission, 1600CC
Well Maintained car,
No need to spent extra money,
Next Service on 1,07,000KM,
Insurance till May 2021,
Fully loaded features,
Power Steering with Tilt & Telescope,
Power Windows,
Alloy Wheels,
Automatic A/C,
Auto Door Lock,
ABS, EBD,
SKODA audio system,
Rear A/C Vent,
Driver arm rest with storage,
Rear seat centre arm rest,
Best class car in the segment.
Price slightly negotiable. Not much."
"https://www.olx.in/item/doctor-driven-best-condition-car-iid-1590410880
",Force Motors,Force One,EX 7 STR,2012,Diesel,Manual,"54,000 km",First,"₹ 5,40,000",Tata Sumo Gold 2017 Diesel 82856 Km Driven,"Narayanpuram, Madurai, Tamil Nadu",Single owner doctor driven SUV in in mint condition for or sale at Madurai in narayana puram
"https://www.olx.in/item/ford-fiesta-titanium-plus-2011-diesel-well-maintained-iid-1592733757
",Ford,Fiesta,2011-2013 AT Titanium Plus,2011,Diesel,Manual,"102,900 km",First,"₹ 3,30,000","Ford Figo Duratorq ZXI 1.4, 2011, Diesel","Chennai Central, Chennai, Tamil Nadu","Look like new car,Verna fludic modal type,all brand NEW 4 bridgeston tyre,SINGLE OWNER, CAR IN SUPER Condition.
My home in Thiruvallur."
"https://www.olx.in/item/bmw-5-series-530d-sedan-2008-diesel-iid-1592841064
",BMW,5 Series,530d,2008,Diesel,Automatic,"137,895 km",Second,"₹ 8,50,000","Audi A6 3.0 TDI quattro, 2008, Diesel","Gandhipuram, Coimbatore, Tamil Nadu","ASSAIN CARS - * Bmw,530D,2008,second,diesel,Automatic,Blue,8.50L negotiable*
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Type of Car: Sedans
Condition: Used
Registration Place: TN
Finance: Yes
Exchange: Yes"
"https://www.olx.in/item/black-and-white-phone-iid-1592865926
",Nokia,-1,-1,-1,-1,-1,-1,-1,"₹ 1,500",Teacher education,"Sarai Ajitmal, Babarpur Ajitmal, Uttar Pradesh",Nokia phone
"https://www.olx.in/item/tata-manza-2010-diesel-iid-1592825595
",Tata,Manza,-1,2010,Diesel,-1,"88,000 km",First,"₹ 2,35,000","Tata Manza Elan Safire BS-IV, 2011, Petrol","Chennai Central, Chennai, Tamil Nadu","• DRC . Single owner
• Quadrajet Diesel Aura
• 4747 (Impressive Number)
• Inbuilt Audio . Leather Seats
• Strong Tyres
• Perfect running condition
• DRC Single owner
.
.
z
ADDITIONAL VEHICLE INFORMATION:"
"https://www.olx.in/item/toyota-etios-liva-gd-2012-diesel-iid-1591538168
",Toyota,Etios Liva,2011-2012 GD,2012,Diesel,Manual,"98,000 km",Second,"₹ 4,30,000","Volkswagen Vento Comfortline Diesel, 2013, Diesel","Mullai Nagar, Madurai, Tamil Nadu","Show Room Condition 2012 Etios Liva Gd PakkA OwnBoard Car Originality Car Pakka Codition Full Option Car Touchsreen system Reverse Camera
Time Passers and Dealers Dont Call.
ADDITIONAL VEHICLE INFORMATION:
Color: Gold
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Make Month: September
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New"
"https://www.olx.in/item/panwar-modified-jeep-iid-1576536335
",-1,-1,-1,2005,-1,-1,55 km,-1,"₹ 4,50,000",Panwar modified jeep,"Mandiayur Salai, Keeranur Pudukkottai District, Tamil Nadu",Mahindra turbo engine 5 + 1 gearbox power steering by transport home delivery all over India and document clear other state RTO with NOC issue new registration 2019 valid 2034 and 15 year valid
"https://www.olx.in/item/hyundai-i20-asta-14-crdi-2010-diesel-iid-1588536335
",Hyundai,i20,2010-2012 1.4 CRDi Asta,2010,Diesel,Manual,"118,000 km",Second,"₹ 2,35,000",Modified Honda city for sale,"Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Air Conditioning: Automatic Climate Control
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1200
Display Screen: Yes
Interior color: Other
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
ABS: Yes
Make Month: August
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/ronald-logan-iid-1591811613
",Mahindra,Logan,Petrol 1.4 GLE,2007,Petrol,Manual,"100,000 km",Second,"₹ 1,35,000","Ford Fiesta EXi 1.4 TDCi, 2007, Diesel","Ansari Nagar, Madurai, Tamil Nadu","Good condition, engine good, ac is good,power steering, good mileage, neat interior"
"https://www.olx.in/item/eicher-school-bus-iid-1530096709
",-1,-1,-1,2011,-1,-1,"150,000 km",-1,"₹ 7,50,000",Eicher school bus,"Ayappa Nagar, Tiruchirappalli, Tamil Nadu","EICHER SKYLINE SCHOOL BUS
SINGLE OWNER
42 SEATER
2011 MODEL
Sri Malaiyandawer Auto Consulting TIRUPPUR
Name: LOKESH"
"https://www.olx.in/item/maruti-suzuki-celerio-zxi-2020-petrol-iid-1579732923
",Maruti Suzuki,Celerio,ZXI MT,2020,Petrol,Manual,0 km,First,"₹ 3,75,000",Hyundai Grand i10 2014,"Kamraj salai, Madurai, Tamil Nadu","Brand new vechile Driving comfort more space more luxurious interiors dual tone dashboard more milege low maintenance loan available Exchange available test drive available
ADDITIONAL VEHICLE INFORMATION:
Color: Other
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Zero Dep
Condition: New
Power steering: Yes
Make Month: June
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/mitsubishi-pajero-2010-diesel-140000-km-driven-iid-1589663647
",Mitsubishi,Pajero,2002-2012 2.8 SFX,2010,Diesel,Manual,"140,000 km",Third,"₹ 7,25,000",Xuv 500 - 2012,"Mallchindamani, Tiruchirappalli, Tamil Nadu",Gently drived insurance available new battery fully company serviced intrested call me (nine eight four two one three seen five nine six)
"https://www.olx.in/item/maruti-suzuki-omni-2009-iid-1592486611
",Maruti Suzuki,Omni,LPG BS-III,2009,LPG,Automatic,"129,000 km",Second,"₹ 1,75,000","Hyundai Santro Xing GLS LPG, 2010, LPG","Trichy City, Tiruchirappalli, Tamil Nadu",Car seller
"https://www.olx.in/item/maruti-suzuki-swift-vdi-2012-diesel-iid-1592466361
",Maruti Suzuki,Swift,2011-2014 VDI,2012,Diesel,Manual,"126,000 km",First,"₹ 4,35,000","Maruti Suzuki Swift ZXi, 2011, Petrol","Gandhipuram, Coimbatore, Tamil Nadu","ASSAIN CARS- * Maruti, Swift VDI,2012/13,1, 26,000kms driven, Single,diesel,Manual, white, TN37, 4.25L negotiable*
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Condition: Used
Registration Place: TN
Finance: Yes
Exchange: Yes"
"https://www.olx.in/item/skoda-rapid-style-le-15-tdi-automatic-2016-diesel-iid-1592167484
",Skoda,Rapid,1.5 TDI AT Style,2016,Diesel,Automatic,"90,000 km",First,"₹ 5,20,000","Skoda Rapid 1.5 TDI CR Ambition, 2015, Diesel","Kalavasal, Madurai, Tamil Nadu","Automatic Transmission, Single Owner, Company Maintained, New Tyres,ABS Brake, Dual Airbags,Touché Audio System, Reverse Parking Camera,
ADDITIONAL VEHICLE INFORMATION:
Make Month: January
Color: White
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Champagne
ABS: Yes
Rear Parking Camera: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Tyre Condition: New
Service History: Available"
"https://www.olx.in/item/mahindra-scorpio-vlx-bs-iii-2011-diesel-iid-1581847330
",Mahindra,Scorpio,VLX BS III,2011,Diesel,Manual,"128,620 km",First,"₹ 6,50,000","Toyota Innova 2.5 G4 8 STR, 2008, Diesel","Goripalayam, Madurai, Tamil Nadu","seeman cars
ff road
Goripalayam
madurai.02
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Power Windows: Front & rear
Make Month: November
Number of Airbags: 2 airbags"
"https://www.olx.in/item/maruti-suzuki-ciaz-zxi-better-than-city-verna-vento-iid-1562204098
",Maruti Suzuki,Ciaz S,1.4,2017,Petrol,Manual,"40,000 km",First,"₹ 5,60,000","Honda Amaze, 2015, Diesel","Kilpauk, Chennai, Tamil Nadu","2016/17 REG MARUTI SUZUKI CIAZ
ZXI plus
40,000 KMS DONE
Single owner
Insurance in March 2021
Warranty till 2022
Apple car play
Leather seats
Push start
Navigation
Rear camera
Price 6.75 lakhs"
"https://www.olx.in/item/xcent-crdi-prime-t-iid-1581151092
",Hyundai,-1,-1,2018,-1,-1,"44,000 km",-1,"₹ 4,55,000",XCENT CRDI PRIME T,"Villapuram, Madurai, Tamil Nadu","Insurance Upto:06-Aug-2020
Carriage Permit:01-Oct-2018 to 30-Sep-2023
ARUPPUKOTTAI
Single Owner
XCENT CRDI PRIME T"
"https://www.olx.in/item/maruti-suzuki-wagon-r-duo-2009-petrol-iid-1592683653
",Maruti Suzuki,Wagon R Duo,-1,2009,Petrol,Manual,"75,000 km",Second,"₹ 1,45,000","Chevrolet Spark LS 1.0, 2011, Petrol","Chennai Central, Chennai, Tamil Nadu","maruthi suzuki wagonr duo lpg /petrol
2008/09 Reg,a/c,power steering,
Central lock, good condition.
ADDITIONAL VEHICLE INFORMATION:
Color: Blue
Service History: Available
Type of Car: Hatchback
Registration Place: TN
Battery Condition: New
Accidental: No
Insurance Type: Comprehensive
Flood Affected: No
Condition: Used
Make Month: December
Tyre Condition: New
Vehicle Certified: Yes"
"https://www.olx.in/item/maruti-suzuki-ciaz-smart-hybrid-alpha-2019-petrol-iid-1591253554
",Maruti Suzuki,Ciaz,Smart Hybrid Alpha ,2019,Petrol,Automatic,"15,000 km",First,"₹ 8,50,000",CIAZ Delta Diesel,"SS Colony, Madurai, Tamil Nadu","Ciaz Hybrid 2019 Petrol Automatic 15000 km Sony Music System with Apple CarPlay & Android Auto Support. Navigation System. ABS Dual Airbags Alloywheels Cruise Control Auto Climatronic AC Rear AC Vents Leather Seats Colored Multi Information Instrumental display. Wooden finish dashboard. Reverse camera with Sensors. Bumper to Bumper insurance upto April 2021. 3 Years Third Party Insurance. Doctor used Vehicle. Neat Interiors Fully company maintenance.
ADDITIONAL VEHICLE INFORMATION:
Make Month: April
Color: Blue
Type of Car: Sedans
Insurance Type: Zero Dep
Condition: New
Registration Place: TN
Engine Capacity/Displacement (in Cc): 1500
Power steering: Yes
Cruise Control: Yes
Navigation System: Yes
Adjustable Steering: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Black
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Warranty: Yes
Exchange: Yes"
"https://www.olx.in/item/toyota-innova-2007-diesel-well-maintained-iid-1585832837
",Toyota,Innova,2004-2011 2.5 G (Diesel) 8 Seater BS IV,2007,Diesel,Manual,"450,000 km",Third,"₹ 5,49,999","Toyota Innova 2.0 G4, 2008, Diesel","Gnanaolipuram, Madurai, Tamil Nadu","Neat interior ,5 new tyre,well maintain,panasod music system,dealers don't msg and call"
"https://www.olx.in/item/toyota-fortuner-2016-december-manufacturing-2017-february-registration-iid-1590467158
",Toyota,Fortuner,2.7 2WD MT,2017,Diesel,Manual,"88,900 km",First,"₹ 24,00,000","2017 Model, 2018 March Registered Ford Endeavour 3.2 Titanium 4x4 AT","Ashok Nagar, Madurai, Tamil Nadu",Good Condition with Company Services
